@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0, 0, 0, 0, 0, 0.5567, 0, 0, 0, 0, 0, 0, 0, 0.2017, 0, 0, 0, 0, 0, 0, 0.2608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.0662, 0, 0.7267, 0, 0, 0, 0, 0.1693, 0, 0, 0, 0.0436, 0.4186, 0, 0.0394, 0, 0, 0, 0, 0, 0, 0, 0.137, 0, 0, 0, 0, 1.3717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0.09, 0, 0, 0.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0827, 0, 0, 0.5367, 0, 0, 0, 0, 1.03, 0, 0,acq
0.0918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1355, 0.1463, 0, 0, 0, 0, 0.715, 0, 2.21, 0, 0, 0, 0.0538, 0.07, 0, 0.4833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0.117, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0.47, 0, 0, 0, 0, 0.18, 0, 0, 0, 0.0433, 0, 0, 0, 0, 0, 0, 0, 0, 0.0839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1379, 0, 0, 0, 0, 0, 0.22, 0, 0, 0, 0.2432, 0, 0, 0, 0, 0.1426, 0, 0, 0, 0, 0.3, 0, 0, 0.2158, 0, 0.4833, 0, 0, 0, 0, 0.1134, 0, 0, 0, 0.1186, 0.1714, 0, 0.0897, 0, 0, 0.27, 0, 0.0657, 0, 0, 0.438, 0, 0, 0, 0, 0, 0.7525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3267, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.5533, 0, 0, 0, 0, 0, 0, 0, 0, 0.2336, 0, 0, 0, 0, 0, 0.1156, 0, 0.9709, 0, 0, 0, 0.2446, 0.6713, 0, 0, 0, 0, 0, 1.37, 0, 0, 0, 1.69, 0, 0, 0, 0.2433, 0, 0, 0, 0, 0, 0.2925, 0, 0, 0.0791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44, 0, 0.212, 0, 0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.046, 0, 0, 0, 0, 0,acq
0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0.1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2395, 0.1463, 0, 0, 0, 0, 0.605, 0, 0, 0, 0, 0, 0, 0.1196, 0, 0, 0, 0, 0, 0, 0.1545, 0, 0, 0, 0.0959, 0, 0, 0, 0, 0, 0, 0.1088, 0, 0, 0, 0.184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0.63, 0, 0, 0, 0.5733, 0, 0.0548, 0, 0, 0, 0, 0,acq
0.1032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 0.2526, 0, 0, 0, 0, 0.0811, 1.215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0945, 0, 0, 0.045, 0, 0, 0, 0.064, 0, 0, 0, 0.682, 0, 0, 0, 0, 0, 0.7525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0467, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0, 0, 0.1464, 0, 0, 0, 0.0868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0.1536, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.664, 0.1325, 0, 0, 0, 0, 0, 0, 0.385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0.93, 0, 0, 0, 0, 0, 0, 0,acq
0.1032, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1675, 0, 0, 0.0981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.175, 0, 0, 0, 0.284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0.0347, 0, 0, 0, 0, 0, 0, 0, 0, 0.2143, 0, 0, 0.2229, 0, 0, 0, 0, 1.5067, 0, 0, 0.1043, 0.246, 0, 0, 0,acq
0.0561, 0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0, 0, 0, 0, 0, 0, 0.3856, 0, 0, 0.1206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.634, 0, 0, 0, 0, 0, 0, 0, 0.1268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4675, 0, 1.62, 3.726, 0, 0, 0, 0, 0, 0, 0.526, 0, 0.1314, 0, 0, 0, 0, 0.565, 0, 0, 0, 1.7267, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0.1264, 0, 0, 0, 0, 0, 0, 0, 0.2308, 0, 0, 0.0494, 0, 0, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0968, 0, 0, 0.0511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3957, 0, 0, 0, 0, 0, 0, 0, 0, 1.7633, 0, 0, 0, 0, 0, 0, 0,acq
0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2229, 0, 0, 1.42, 0, 0, 0.0736, 0, 0, 0, 0.3314, 0.1463, 0, 0, 0, 0, 0, 0, 0, 0, 0.6, 0.85, 0, 0.1458, 0, 0, 0, 0, 1.49, 0, 0.0666, 0, 0, 0, 0.11, 0, 2.62, 0.045, 0, 0, 0.358, 0, 0.0604, 0, 0.35, 0, 0, 0, 0, 0, 0, 0.43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0.1843, 0, 0, 0, 0, 3.09, 0, 0, 0, 1.3267, 0, 0, 0.2086, 0, 0, 0, 0,acq
0.1375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0.2301, 0, 0, 0.0513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1327, 0, 0, 0.0886, 0, 0, 0, 0.0928, 0, 0.31, 0, 0.234, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0347, 0.2271, 0, 0, 0, 0, 0, 0, 0, 0.057, 0, 0, 0, 0, 0, 0, 0, 0.5733, 0, 0.1496, 0, 0, 0, 0, 0,acq
0.1032, 0, 0, 0, 0, 0.705, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0.2429, 0, 0, 0, 0.1427, 0, 0, 0, 0.3111, 0, 0, 0, 0, 0, 0, 0, 3.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0.3957, 0, 0, 0, 0, 0, 0, 0, 0, 1.3667, 0, 0, 0, 0, 0, 0, 0,acq
0.0732, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0, 0, 0.3123, 0, 0, 0.5344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2433, 0, 0, 2.98, 0, 0, 0, 0, 0, 0.5327, 0, 0, 0.1536, 0, 0, 0.27, 0.0484, 0, 0.31, 0, 0, 0, 2.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1127, 0, 0, 1.7633, 0, 0, 0.1043, 0, 0, 0, 0,acq
0.1261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.0538, 0, 0, 0.326, 0, 0, 0, 0.1134, 0, 0, 0, 0, 0, 0, 0.045, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0, 0, 0.1686, 0, 0, 0, 0, 1.1467, 0, 0.1092, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0979, 0, 0.0593, 0, 0, 0, 0.1241, 0, 0.2936, 0, 0, 0, 0.2049, 0.3213, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0.9025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0.1168, 0, 0, 0, 0.19, 0, 0, 0.192, 0.0839, 1.175, 0, 0.234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3967, 0, 0, 0.1043, 0, 0, 0.0504, 0,acq
0.0689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3271, 0, 0, 0.5317, 0, 0, 0, 0, 0, 0, 0.0888, 0.1463, 0, 0, 0, 0.1511, 0, 0, 1.11, 0, 0, 2.54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0318, 0, 0, 0.0961, 0, 0, 0, 0, 0, 0, 0.35, 0.117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26, 0, 0.664, 0, 0, 0, 0, 0, 0, 0, 0.1917, 0, 0, 0, 0, 0.1843, 0, 0, 0, 0, 0.63, 0, 0, 0, 0.3967, 0.4167, 0, 0.1043, 0, 0, 0, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0.8867, 0, 0, 0.1482, 0, 0, 0, 0.2057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 1.69, 0.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0423, 0, 0, 0.0611, 0, 0, 0, 0, 0, 0, 0.175, 0, 0, 1.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89, 0, 0.886, 0.1388, 0, 0, 0, 0, 0, 4.01, 0, 0, 0, 0, 0, 0.1843, 0, 0, 0, 0, 4.415, 0.0827, 0, 0, 0.18, 0, 0, 0, 0, 0, 0, 0,acq
0.0689, 0.2983, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0.0496, 0, 0.3755, 0, 0, 0, 0.2296, 0.3087, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.045, 0, 0, 0, 0, 0.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0.7525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0417, 0, 0, 0.1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.825, 0, 0, 0, 0.7933, 0, 0, 0.2814, 0, 1.03, 0, 0,acq
0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28, 0, 0, 0, 0.0952, 0, 0.0745, 0, 0, 0, 0.1777, 0, 0, 0.0712, 0, 0.1316, 0, 0, 0, 0, 0, 0.85, 0.1388, 0.1619, 0, 0, 0.202, 0, 0, 0, 0.4048, 0, 0, 0, 0, 0, 0, 0.2881, 0.468, 0, 0, 0, 0, 0, 0, 0.571, 0, 0, 0, 0, 0, 0.805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0.053, 0, 0, 0.2229, 1.89, 0, 0, 0, 3.8367, 0, 0.0388, 0.17, 0.0867, 0, 0.0596, 0,acq
0.145, 0, 0.3213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0, 0, 0.2164, 0, 0, 0, 0.2448, 0.3087, 0, 0.0994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0615, 0, 0, 0, 0, 1.49, 0, 0, 0, 0, 0, 0.0609, 0, 2.62, 0.045, 0, 0, 0, 0, 0, 0.31, 0, 0.117, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1061, 0, 0, 0, 0.63, 0, 0, 0, 1.1467, 0.8767, 0, 0, 0, 0, 0, 0,acq
0.0343, 0, 0.2106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1587, 0, 0, 0, 0, 0.1316, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0, 0, 0.0391, 0, 0, 0.0436, 0, 0, 0, 0, 0.0871, 0, 0, 0.234, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0.0477, 0.1493, 0, 0, 0, 2.05, 0, 0, 0, 0.2557, 0, 0, 0, 0, 0, 0, 0, 0, 0.4167, 0, 0.17, 0, 0, 0.0772, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 1.35, 0, 0.0919, 0, 0, 0, 0, 0, 0, 1.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.47, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0.3033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1733, 0, 0.076, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.79, 0, 0, 0.1464, 0, 0, 0, 0.2361, 0.44, 0, 0, 0, 0.0789, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72, 0, 0, 0, 0, 0, 0.1132, 0,acq
0, 0, 0, 0, 0, 0.705, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0.1367, 0.1479, 0, 0, 0, 0, 0.0826, 0, 0, 0, 0, 0, 0, 0.0525, 0.1419, 0.2783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2271, 0, 0, 0.195, 0, 0, 0, 0, 0, 0, 0, 0.5043, 0, 0, 0, 0, 2.1167, 0, 0.068, 0, 0.186, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1118, 0, 0, 0, 0, 0, 0, 0, 0, 0.62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5563, 0, 0, 0, 0.085, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5067, 0, 0, 0, 0.0973, 0, 0, 0,acq
0.0679, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0.91, 0, 0.2036, 0.2017, 0, 0, 0, 0, 0, 0.1367, 0.2235, 0.1625, 0, 0, 0, 0.0658, 0, 0, 0, 0, 0, 0.85, 0.1956, 0.1342, 0.1233, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0, 0.3243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3029, 0, 0, 0, 0, 0, 0, 0, 0.1191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2468, 0,acq
0.0679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0433, 0.3207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0.1426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.175, 0, 0, 0, 0, 0, 0, 0.0868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3786, 0, 0.1917, 0, 0, 0, 0, 0.2643, 0, 0, 0, 0, 0, 0, 0, 0.2342, 0.7933, 0, 0, 0, 0, 0, 0, 0,acq
0.1004, 0.255, 0, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1367, 0.1645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.085, 0, 0.0933, 0, 0.326, 0, 0, 0.201, 0, 0, 0, 0, 0.1259, 0, 0, 0.0317, 0, 0, 0, 2.5428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0.11, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1407, 0, 0, 0, 0.2529, 0, 0, 4.75, 0, 0, 0, 0, 0.1532, 0, 0, 0, 0, 0.0826, 0, 0, 0, 0, 0, 0, 0.0556, 0, 0.0933, 0, 0, 0, 0, 0, 0.0948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2536, 0, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1364, 0.1786, 0.0973, 0, 0.1052, 0,acq
0.0889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3073, 0, 0, 0, 0, 0.1447, 0, 0, 0, 0, 0, 0, 0.2219, 0.0385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0.0292, 0, 0, 0, 0.0484, 0, 0, 0.175, 0.117, 0, 0, 0, 0.0437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7783, 0, 0, 0.22, 0, 0, 0.1367, 0.268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7267, 0, 0, 0, 0, 0.2276, 0, 0, 0, 0.4155, 0, 0, 0, 0, 0, 0, 0, 0.5521, 0, 1.3975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0.09, 0, 0, 0, 0.2243, 0, 0, 0, 0, 0.262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0936, 0.8386, 0, 0, 0, 0,acq
0.1879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0.39, 0.05, 0, 0, 0, 0, 0, 0.2275, 0, 0, 0.0513, 0, 0, 0.605, 0, 0, 0, 0, 0, 0, 0.1404, 0, 1.1567, 0, 0, 0, 0, 0.0866, 0, 0, 0, 0.2055, 0, 0, 0, 0.207, 0, 0, 0, 0, 0, 3.13, 0, 0, 0, 0.284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0, 0, 0.1574, 0, 0, 0, 0, 0, 0, 0.11, 0, 0.8333, 0.068, 1.3386, 0, 0, 0.154, 0,acq
