@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE C106	REAL
@ATTRIBUTE C107	REAL
@ATTRIBUTE C108	REAL
@ATTRIBUTE C109	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0, 0, 0, 1.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3694, 0, 0.0056, 0, 0, 0.3133, 0, 0, 0, 0, 0, 0.0635, 0.0363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2386, 0, 0, 0, 0, 0.0213, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,crude
0, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.34, 0, 0, 0, 0, 0.19, 0, 0, 0, 0, 0, 0.5344, 0, 0.0081, 0, 0, 0, 0, 0, 0, 0.2714, 0, 0, 0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0523, 0, 0, 0.0292, 0, 0.0752, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0, 0, 0, 0.075, 0, 0.0708, 0, 0, 0.262, 0, 0, 0, 0, 0, 0, 0.0372, 0, 0, 0, 0, 0, 0, 0.0515, 0, 0.0575, 0, 0, 0, 0, 0,crude
0, 0, 0, 0, 0, 0, 1.0267, 0, 0, 0, 0, 0, 0, 0, 0, 25.57, 0, 0.22, 0, 0, 0, 0, 0, 0, 0, 0, 0.3875, 0, 0.007, 0, 0, 0, 0, 0, 0, 0.1043, 0, 0, 0.2083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1469, 0, 0.1882, 0, 0, 0, 0, 0.0701, 0.0313, 0, 0, 0, 0, 0, 0.0523, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0, 0.0433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0572, 0,crude
0.0889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0.1248, 0, 0, 0, 0.1464, 0, 0, 0, 0.1321, 0, 0, 0, 0.2671, 0, 0, 0.0105, 0, 0, 0.36, 1.11, 0, 0.6, 0.1536, 0, 0, 0.0521, 0, 0, 0, 0.0706, 0, 0, 0, 0, 0, 0.0738, 0, 0.2959, 0, 0, 0, 0, 0.0839, 0.0391, 0, 0, 0, 0.3645, 0, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0, 0, 0, 0, 0.2, 0, 0.1325, 0, 0, 0, 0, 0.0783, 0, 0, 0, 0.1158, 0, 0, 0, 0, 0, 0, 0, 0.565, 0, 0.0269, 0, 0, 0.18, 0, 0, 0, 0.0476, 0, 0, 0, 0, 0, 0, 0,crude
0, 0, 0.0975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1545, 0, 0, 0.1367, 0.5264, 0, 0, 0, 0, 0.0856, 0, 0.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0985, 0.197, 0, 0, 0, 0, 0, 0.0435, 0, 0, 0, 0, 0.0877, 0, 0.0377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0515, 2.06, 0.1005, 0.194, 0, 0, 0.0572, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2463, 0, 0, 0.0494, 0, 0.0022, 0, 0, 0, 0, 0, 0, 0, 0, 0.1052, 0.0754, 0, 0, 0.202, 0, 0, 0, 0, 0, 0, 0, 0, 0.1841, 0, 0, 0.0519, 0.364, 0.0371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0575, 0.582, 0, 0, 0, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3479, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0.05, 0, 0, 0, 0, 0.0997, 0, 0, 0, 0, 0, 0.14, 0.0513, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0594, 0, 0, 0, 0, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0541, 0, 6.82, 0, 0.1464, 0, 0, 0.19, 0, 0, 0, 0, 0, 0.1475, 0, 0.0025, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0.0708, 0, 0.3658, 0, 0, 0, 0, 0, 0, 0, 0, 1.715, 0, 0, 0, 0, 0, 0.0457, 0, 0, 0, 0.234, 0, 0.2825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1072, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3267, 0, 0, 0, 0, 0, 2.4331, 0, 0.0004, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0.2208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0391, 0, 0, 0, 0, 0.0156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05, 0, 0, 0, 0, 0, 0, 0, 0.0269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,crude
0, 0, 0, 0, 0, 0, 1.39, 0, 0, 0, 0, 0.1164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0994, 0, 0.0116, 0, 0, 0.7233, 0, 0, 0.3, 0, 0, 0, 0.1229, 0, 0, 0.202, 0.0728, 0, 0, 0, 0, 0, 0, 0, 0.0755, 0, 0, 0.0428, 0, 0.0631, 0, 0, 0, 0.627, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0.2529, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2183, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0.0797, 0, 0, 0, 0, 0, 0, 0.0661, 0, 0.105, 0.194, 0, 0, 0, 0,crude
0.0457, 0, 0, 0, 0, 1.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92, 0.1482, 0, 0, 0.1367, 0.1314, 0, 0, 0, 0, 0, 0, 0.0131, 0.735, 0, 0, 0, 0, 0, 0, 0, 0.1971, 0.3096, 0, 0, 0.808, 0.1867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0646, 0, 0, 0, 0, 0, 0.5625, 0.0507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6478, 0, 0, 0, 0, 0, 0.26, 0, 0, 0.0335, 0.388, 0, 0, 0, 0,crude
0.0418, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0.0497, 0.0837, 0, 0, 0.606, 0, 0, 0, 0, 0.235, 0, 0, 0, 0, 0, 0, 0, 0, 0.0382, 0.0519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1259, 0, 0, 0, 0, 0, 0.664, 0.1388, 0.358, 0, 0, 0, 0.245, 0, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0486, 0, 0, 0, 0.3486, 1.02, 0, 0.0312, 0, 0.067, 0, 0, 0.2408, 0, 0,crude
0, 0, 0.0706, 0, 0, 1.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58, 0.0745, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0.009, 0, 0, 0, 0, 0, 0, 0, 0, 0.1971, 0.1554, 0, 0, 0.35, 0.1161, 0, 0, 0, 0, 0, 0, 0, 0, 0.3243, 0, 0, 0, 0.0306, 0, 0, 0, 0, 0.1909, 0, 0.129, 0, 0, 0, 0, 0, 0, 0.1382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8857, 0, 0, 0.2072, 0, 0, 0, 0.1043, 0, 0.6687, 0.0558, 0, 0.05, 1.348, 0, 0, 0.0572, 0,crude
0.0604, 0, 0, 0, 0.985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1427, 0, 0, 1.5333, 0, 0, 0, 0, 0, 0.0913, 0, 0.0105, 0, 0, 0, 0, 0, 0, 0, 0, 0.0442, 0.07, 0, 0, 0.698, 0.1072, 0, 0, 0, 0, 0, 0, 0, 0.0845, 0.1714, 0, 0.1589, 0, 0.1276, 0, 0, 0, 0, 0, 0.4225, 0.0477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.138, 0.111, 0, 0, 0, 0.1533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1081, 0, 0, 0.5367, 0, 0, 0, 0.0312, 0, 0.0835, 3.1, 0, 0, 0.1489, 0,crude
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.715, 0, 0, 0, 0.1744, 0, 0, 0, 0.0184, 0, 0, 0.36, 0, 0, 0.3, 0, 0, 0.1661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1036, 0.1986, 0, 0.045, 0, 0.0756, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0361, 0, 0, 0.3567, 0.1043, 0, 0, 0.1648, 1.03, 0, 0, 0.34, 0, 0, 0,crude
0.5871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4117, 0, 0, 0, 0, 0, 0.0494, 0, 0.011, 0.735, 0.705, 0, 0, 0, 0, 0, 0, 0.0555, 0.2092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0, 0.1391, 0, 0, 0, 0, 0.086, 0, 0, 0, 0, 0, 0, 0.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0957, 0, 0, 0, 0, 0, 6.15, 0, 0, 0, 0, 0, 0, 0, 0.1094, 0, 0, 0.5367, 0.3129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,crude
0.0343, 0, 0.0706, 0, 1.415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0, 0, 1.3967, 0, 0, 0, 0, 0, 0, 0.0842, 0, 0, 0, 0.255, 0, 0, 0, 0, 0, 0, 0, 0.0395, 0, 0, 0, 0, 0.1097, 0, 0, 0, 0.352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1118, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0.5543, 0, 0, 0, 0.0833, 0, 0, 0, 0, 0, 0, 0, 0.565, 0, 0, 0, 0, 0, 0, 0, 0.1753, 0, 0, 0, 0, 0, 0, 0, 0,crude
0.2486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2871, 0.6869, 0, 0.0093, 0, 0, 1.0367, 1.11, 0, 0, 0.1364, 0, 0, 0.1058, 0, 0, 0, 0, 0, 0, 1.77, 0, 0, 0.3638, 0, 0.0986, 0, 0, 0, 0, 0.0988, 0, 0, 0, 0, 0.0814, 0.14, 0.0437, 0, 0, 0, 0, 0, 0, 0.3353, 0, 0, 0, 0, 0, 0, 0.1388, 0, 0, 0, 0, 0.035, 0, 0.2993, 1.225, 0, 1.455, 0, 0, 0, 0, 0, 0, 0, 0, 0.1881, 0, 0, 0.18, 0.2243, 0, 0.1467, 0.0939, 0, 0, 0, 0, 0, 0, 0,crude
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1207, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0392, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0, 0.0327, 0.1714, 0, 0, 0, 0.0425, 0, 0, 0, 0, 0, 0, 0.0477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0, 0, 0, 0.18, 0.4171, 0, 0.078, 0, 0, 0.05, 0, 0, 0.0504, 0, 0,crude
0, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1743, 0, 0, 0, 0.5729, 0.0981, 0, 0.003, 0, 0, 3.6867, 0, 0, 0, 0, 0, 0, 0.1417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1323, 0, 0.135, 0, 0, 0.0881, 0, 0.1436, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0.1118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.119, 0, 0, 0.815, 0.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1114, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,crude
0.0832, 0, 0.085, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0052, 0, 0, 0, 0, 0, 0, 0.1843, 0, 0, 0.3817, 0, 0, 0, 0.1072, 0, 0, 0, 0, 0.4, 0, 0, 0.0282, 0, 0, 0, 0, 0.0753, 0, 0, 0, 0, 0, 0.2825, 0.141, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 0.2347, 0, 0, 0.3567, 0, 0, 0.1227, 0.0464, 0, 0.1855, 1.012, 0, 0.1092, 0, 0,crude
0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3817, 0, 0, 0, 0.1744, 0, 0.0763, 0, 0.0089, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0.1154, 0, 0, 0, 0.0728, 0, 0, 0, 0, 0, 0, 0, 0.1759, 0, 0, 0, 0, 0.0633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0.2053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0.4443, 0, 0, 0, 0, 0, 0.18, 0, 0, 0, 0, 1.03, 0, 0, 0.34, 0, 0, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0541, 0, 0, 0, 0.1482, 0, 0, 0.275, 0, 0, 0, 0, 0, 0.1306, 0, 0.0041, 0, 0, 0.36, 0, 0, 0, 0.0507, 0, 0, 0.1275, 0, 0.0933, 0, 0.17, 0, 0, 0, 0, 0, 0.1323, 0, 0.2736, 0, 0, 0, 0, 0.104, 0, 0, 0, 0, 0, 0, 0.0773, 0, 0, 0, 0, 0, 1.58, 0.3853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0, 0, 0, 0, 11.175, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.194, 0, 0.0736, 0.0572, 0,crude
0, 0, 0, 0, 0.705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.09, 0, 0, 0, 2.73, 0, 0, 0, 0, 0, 0, 0, 0.004, 4.82, 0, 0, 0, 0, 0, 0, 0, 0.1226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0327, 0.1714, 0, 0, 0, 0.0484, 0, 0, 0, 0, 0, 0, 0.2653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.926, 0.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2075, 0.1464, 0, 0, 0.5367, 0.5957, 0, 0.3133, 0, 0, 0.05, 0, 0, 0.0628, 0, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0744, 0, 0, 0, 0.7745, 0, 2.7, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0.0055, 0.735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0983, 0, 0, 0, 0, 0, 0, 0, 0.1127, 0.1714, 0, 0.1122, 0, 0.0278, 0, 0, 0, 0, 0, 0.14, 0.0507, 0, 0, 0, 0, 0, 0, 0.4141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33, 0, 0, 0, 0, 0, 0, 0.0361, 0, 0, 0, 0, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,crude
0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.395, 0, 0, 0, 0, 0, 0, 0.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0.0968, 0.0333, 0, 0, 0, 0.4517, 0, 0, 0, 0.602, 0, 0, 0, 0.2436, 0, 0, 0.0897, 0, 0.1204, 0, 0, 2.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.724, 0.0347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0497, 0, 0, 0.5367, 0, 1.02, 0, 0, 0, 0.05, 1.61, 0, 0.2288, 0, 0,crude
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008, 0, 0, 0, 0, 0, 0, 0, 0, 0.0387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.816, 0.0228, 0.0774, 0, 0, 0, 0.0805, 0.4175, 0.0757, 0, 0, 0, 0, 0, 1.58, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0.3967, 0, 0, 0, 0, 0, 0.091, 0, 0, 0, 0, 0,crude
0.0914, 0, 0.0975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0061, 0, 0, 0, 0, 0, 0, 0.1386, 0, 0, 0.1442, 0, 0, 0.202, 0, 0, 0, 0, 0, 0, 0, 0, 0.0718, 0, 0, 0.0486, 0, 0.1706, 0, 0, 0, 0, 0, 0, 0.2163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3367, 0, 0.242, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 0.0883, 0, 0, 0, 0.4171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,crude
0.1096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1306, 0, 0.0043, 0, 0, 2.1667, 0, 0, 0.9025, 0, 0, 0, 0.095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0, 0, 0.0553, 0, 0, 0, 0.275, 0.0514, 0.4225, 0, 0, 0, 0, 0, 0, 0, 0.0959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9367, 0, 0, 0, 0, 0.0486, 0, 0, 0.18, 0, 0, 0, 0, 0, 0, 0.514, 0, 0, 0, 1.72,crude
0, 0, 0.095, 0, 0, 0, 1.1133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3817, 0, 0, 0, 0, 0, 0, 0, 0.0137, 0, 0, 4.6933, 0, 0, 0, 0, 0, 0, 0.1354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0841, 0, 0, 0, 0, 0.1328, 0, 0, 0, 0.275, 0, 0, 0.081, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.205, 0, 0, 0, 0.059, 0, 0, 0, 0.1567, 0, 0, 0, 0, 0, 0, 0.7271, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0.068, 0.1215, 0, 0, 0, 1.02, 0, 0, 0,crude
0.0839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0.29, 0, 0, 0, 0.0745, 0, 0, 0.4117, 0, 0.1463, 0, 0, 0, 0, 0, 0.0105, 0, 0, 3.7767, 0, 0, 0.6, 0, 0, 0, 0.0533, 0, 0, 0, 0.3211, 0, 0, 0, 0, 0, 0, 0, 0.23, 0, 0, 0, 0, 0.1835, 0.0764, 0, 0, 0.352, 0, 0, 0.047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17, 1.02, 0.078, 0.0312, 0, 0.0335, 0, 0, 0.0548, 0, 0,crude
